crop_filename,orig_image,class_id,class_name,conf,x1,y1,x2,y2,ocr_text
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop285.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9003,1761.9,1562.4,1926.0,1640.4,"13,"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop286.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.8973,1023.4,1563.2,1152.6,1639.9,"9,80"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop277.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8969,1214.4,1123.3,1369.8,1205.2,Costela Suína em Tiras Congelada kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop278.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8876,456.5,1121.2,617.9,1204.5,Acém/ Pá/ Peito Bovino Congelado c/ Osso kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop287.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.8826,1403.9,1990.1,1536.8,2067.4,"6,8"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop279.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8804,437.5,1988.9,617.3,2069.1,Linguiça em Gomos p/ Churrasco Aurora kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop280.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8786,828.4,1987.6,1001.0,2069.8,Linguiça Defumada Calabresa Perdigão kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop281.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8642,869.0,1126.4,998.9,1182.9,Fígado Bovino Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop282.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8613,1600.2,1990.3,1754.6,2048.6,Queijo Muçarela Peça/ Pedaço kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop283.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8598,1622.6,1127.6,1750.5,1185.0,Carré Suíno Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop284.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8592,98.5,1999.7,231.9,2054.7,Asa de Frango Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop285.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8545,454.4,1562.3,616.7,1620.4,Jerked Beef Ponta de Agulha kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop286.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8461,109.6,1132.6,236.4,1190.1,Cupim Bovino Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop287.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8456,1197.9,1988.5,1371.7,2044.7,Salsicha p/ Hot Dog Bom Todo kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop288.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8270,1612.2,1558.0,1756.4,1616.1,Peito de Frango Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop289.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.7871,114.6,1566.4,232.0,1621.1,Bacon Manta Perdigão kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop288.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9381,1716.4,1717.0,1928.1,1792.7,"278,0"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop289.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9212,1025.8,1324.1,1152.0,1397.5,
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop290.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9158,637.2,1321.6,776.9,1395.9,"2,8."
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop291.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9145,239.6,534.2,405.3,606.6,"20,5"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop292.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9139,1760.4,1321.8,1923.8,1396.1,"13,8"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop290.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.9127,62.2,924.3,231.8,1006.8,Farinha de Trigo Tipo 1 Rosa Branca 1kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop293.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9107,1378.9,534.3,1545.2,606.8,"88,"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop294.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9065,1406.1,1716.5,1533.1,1792.3,"1,8."
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop295.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9053,618.7,535.0,782.2,606.4,"26,5"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop296.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9052,1762.2,534.4,1925.0,606.2,"88,"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop297.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9046,1007.8,915.5,1139.4,990.7,"4,8"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop298.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9034,1002.6,1717.9,1164.0,1792.4,"10,89"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop299.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9033,643.4,1717.0,775.7,1792.9,"0,2"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop300.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9016,1403.2,926.9,1530.2,1001.9,
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop301.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9007,259.3,1716.7,389.9,1792.6,"3,8"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop302.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9004,256.8,926.9,386.3,1002.5,
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop303.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8997,265.1,1320.5,395.8,1395.2,"1,58."
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop291.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8983,77.6,1319.8,231.9,1397.0,Massa Espaguete Comum Bonsabor 400g
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop292.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8953,799.5,1696.8,993.6,1801.4,Papel Higiênico Familiar Supremo 20m Folha Dupla Leve 12 Pague 11
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop304.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8948,1787.8,927.2,1912.6,1002.7,"0,8"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop305.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8943,1405.9,1321.2,1530.8,1395.9,"6,"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop293.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8854,834.7,1330.3,992.6,1384.5,Leite Condensado Italac Tp 3959
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_price_crop306.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8840,636.5,927.3,767.2,1003.8,"3,8"
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop294.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8822,1576.8,1321.4,1754.5,1400.1,Café Almofada Tradicional São Braz 2509
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop295.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8768,1786.6,1456.2,1901.2,1608.8,Pneu Dunlop Sp Touring 175/65R14/ 175/70R13/ 165/70R13/ R182T
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop296.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8767,73.3,1717.6,230.6,1797.4,Pão de Forma Tradicional Limiar 400g
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop297.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8738,1615.7,922.4,1755.6,999.8,Flocão de Milho Rei de Ouro 500g
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop298.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8716,437.6,1720.7,613.4,1778.3,Água Mineral s/ Gás Sterbom 510m!
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop299.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8678,1227.7,530.4,1371.7,608.1,Farinha de Trigo Especial Rosa Branca 25kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop300.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8666,1585.6,545.0,1749.4,597.4,Mistura p/ Pão Francês Maxi 25kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop301.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8634,449.9,930.8,611.6,985.6,Arroz Parboilizado Rampinelli 1kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop302.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8631,1199.3,1332.3,1371.2,1387.1,Leite em Pó Integral Italac Sachê 2009
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop303.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8594,1226.3,931.4,1372.8,987.1,Açúcar Triturado Alegre 1kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop304.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8581,1245.0,1733.3,1369.9,1786.0,Água Sanitária Clorito 1 litro
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop305.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8520,462.6,541.4,611.3,594.7,Margarina Deline Balde 3kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop306.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8500,100.4,533.2,231.3,586.2,Costela Bovina Congelada kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop307.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.7998,866.4,901.4,980.4,984.0,Leite Longa Vida Natville 1 litro
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2_product_text_crop308.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.7916,476.9,1332.9,612.3,1388.4,Creme de Leite Italac Tp 2009
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop307.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9229,1379.6,1136.9,1548.3,1213.7,"39,5"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop308.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9204,1760.6,1562.1,1926.4,1638.7,"12,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop309.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9182,1003.3,1137.7,1169.8,1214.5,"24,50"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop310.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9163,1761.2,1134.6,1927.6,1213.3,"15,80"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop309.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.9153,1216.2,1130.6,1371.6,1214.0,Chã de Dentro Bovino Resfriado Peça/ Pedaço kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop311.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9145,259.8,1563.0,398.7,1640.6,78.
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop312.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9143,246.1,1137.7,412.1,1213.0,"29,50"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop310.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.9143,1204.7,1563.3,1368.7,1644.1,Filé de Peito de Frango Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop313.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9129,626.1,1137.9,792.9,1213.0,"27,50"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop314.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9127,1002.1,1991.3,1169.1,2070.6,"28,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop315.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9102,625.0,1992.0,790.0,2068.5,"15,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop316.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9102,1380.2,1563.7,1545.0,1640.9,"16,8"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop317.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9041,622.8,1563.7,789.7,1640.4,"16,9"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop318.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9036,247.2,1991.3,410.1,2066.8,"13,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop311.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.9035,54.2,1563.9,231.5,1646.2,Carne Moída Bovina Congelada Fortboi 500g
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop319.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9017,1399.7,1989.9,1533.8,2067.0,"3,8"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop320.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.8983,1003.5,1563.8,1166.9,1641.4,"11,3"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop312.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8981,834.0,1132.0,995.7,1217.4,Acém/Pá/Peito Bovino Congelado c/ Osso kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop313.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8946,839.0,1563.5,994.9,1644.4,Costela Suína em Tiras Congelada kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop314.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8913,437.8,1989.3,618.8,2070.7,Linguiça Mista em Gomos p/ Churrasco Friato kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_price_crop321.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.8901,1784.6,1989.0,1914.1,2066.0,
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop315.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8856,1613.6,1138.8,1747.2,1195.0,Costela Bovina Congelada kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop316.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8766,476.8,1139.4,619.2,1220.2,Músculo Bovino Resfriado Peça/ Pedaço kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop317.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8697,1628.7,1992.6,1755.1,2046.9,Feijão Carioca Precioso 1kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop318.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8678,1208.0,2000.1,1369.5,2056.2,Arroz Parboilizado Rampinelli 1kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop319.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8651,111.1,1143.2,237.1,1198.9,Cupim Bovino Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop320.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8642,88.5,1997.9,233.7,2056.0,Peito de Frango Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop321.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8629,489.7,1569.2,615.3,1625.5,Carré Suíno Congelado kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop322.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8531,844.9,1992.3,994.1,2050.9,Queijo Muçarela Peça/Pedaço kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1_product_text_crop323.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8361,1620.6,1560.0,1750.1,1616.1,Asa de Frango Congelada kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop322.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9192,1761.3,533.4,1925.9,606.3,"26,9"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop323.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9166,258.2,926.9,385.7,1001.8,"4,28"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop324.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9159,1026.0,1323.1,1150.3,1396.9,"4,28"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop325.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9149,1784.9,1321.2,1918.1,1395.6,"4,8."
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop326.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9146,240.9,533.1,403.0,606.5,"10,3"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop327.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9143,639.0,1321.1,775.9,1395.7,"1,8."
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop324.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.9112,1200.7,924.2,1373.5,1002.4,Farinha de Trigo Tipo 1 Rosa Branca 1kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop328.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9090,618.4,534.7,782.5,606.6,"27,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop329.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9088,1762.5,1717.9,1924.8,1791.5,"68,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop330.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9060,1002.2,533.5,1165.8,606.5,"32,80"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop331.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9049,263.4,1320.9,395.2,1395.2,"0,83."
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop325.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.9044,50.1,1715.4,228.7,1795.0,Leite em Pó Integral Italac Sachê 200g
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop332.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9018,1406.3,1717.7,1534.2,1792.2,"0,88."
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop326.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.9012,1599.4,1717.5,1753.7,1795.7,Ração p/ Cães Adultos Tutticanis 14kg
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop333.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9010,1001.1,927.5,1164.6,1001.4,"88,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop334.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9004,619.9,928.6,785.0,1001.6,"88,9"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop335.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9004,619.4,1717.6,781.2,1791.3,"13,9"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop336.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9002,1402.7,1321.9,1528.5,1395.6,"2,58"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop337.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8985,1015.9,1716.8,1141.8,1792.5,"3,8"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop327.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8941,434.7,1711.1,612.5,1792.3,Café Almofada Tradicional São Braz 2509
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop338.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8918,1405.6,927.3,1530.5,1001.9,"3,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop339.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8912,261.6,1717.6,389.9,1792.1,"6,"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_price_crop340.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8908,1402.8,533.0,1527.3,606.3,"6,8"
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2_product_text_crop328.png,BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8906,1597.2,1327.1,1756.1,1382.2,Leite Condensado Italac Tp 3959
