image,class_id,class_name,conf,x1,y1,x2,y2
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,0,price,0.8951,269.1,927.0,389.6,1001.1
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8950,855.2,933.2,993.4,1009.1
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8939,1602.9,525.6,1755.8,603.9
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8938,1226.9,525.4,1373.2,603.0
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,0,price,0.8935,647.9,928.0,770.2,1002.3
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8900,70.8,1301.8,233.3,1405.7
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8870,448.9,1314.7,611.9,1392.7
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8868,77.2,533.8,231.4,610.2
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8862,1606.9,1712.0,1755.9,1789.6
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8861,469.3,524.8,612.0,603.5
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,0,price,0.8854,1779.6,532.6,1916.2,606.4
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,0,price,0.8788,265.6,532.6,394.6,607.2
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8756,844.1,1322.9,992.7,1401.0
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8741,82.5,926.1,231.3,981.0
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8705,1219.8,1335.6,1374.6,1387.1
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8698,1588.4,1321.6,1755.1,1378.7
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8696,833.6,1718.9,994.6,1776.1
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8626,1581.9,932.5,1755.7,984.8
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8539,451.5,933.6,611.6,988.7
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8513,812.5,534.6,995.7,588.4
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8405,437.0,1714.3,611.8,1766.9
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8374,1239.8,924.6,1372.4,976.1
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,1,product_text,0.8365,101.8,1722.0,232.5,1775.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9252,1379.2,1136.5,1545.3,1213.6
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9232,1760.3,1134.8,1927.3,1213.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9194,245.5,1137.1,410.4,1213.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.9141,1204.4,1562.9,1369.4,1645.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9138,1380.0,1563.8,1545.6,1641.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9127,1003.7,1990.9,1169.7,2071.6
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9090,1004.6,1137.1,1165.6,1214.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9077,625.6,1137.0,793.5,1213.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.9076,823.9,1567.2,998.8,1646.9
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9055,245.6,1563.7,411.2,1640.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9044,625.4,1563.7,793.1,1641.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9036,627.9,1992.2,792.0,2068.2
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9026,247.0,1992.1,410.8,2066.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9005,1760.2,1989.1,1928.9,2066.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.9003,1761.9,1562.4,1926.0,1640.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.8973,1023.4,1563.2,1152.6,1639.9
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8969,1214.4,1123.3,1369.8,1205.2
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8876,456.5,1121.2,617.9,1204.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,0,price,0.8826,1403.9,1990.1,1536.8,2067.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8804,437.5,1988.9,617.3,2069.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8786,828.4,1987.6,1001.0,2069.8
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8642,869.0,1126.4,998.9,1182.9
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8613,1600.2,1990.3,1754.6,2048.6
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8598,1622.6,1127.6,1750.5,1185.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8592,98.5,1999.7,231.9,2054.7
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8545,454.4,1562.3,616.7,1620.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8461,109.6,1132.6,236.4,1190.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8456,1197.9,1988.5,1371.7,2044.7
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.8270,1612.2,1558.0,1756.4,1616.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,1,product_text,0.7871,114.6,1566.4,232.0,1621.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9381,1716.4,1717.0,1928.1,1792.7
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9212,1025.8,1324.1,1152.0,1397.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9158,637.2,1321.6,776.9,1395.9
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9145,239.6,534.2,405.3,606.6
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9139,1760.4,1321.8,1923.8,1396.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.9127,62.2,924.3,231.8,1006.8
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9107,1378.9,534.3,1545.2,606.8
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9065,1406.1,1716.5,1533.1,1792.3
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9053,618.7,535.0,782.2,606.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9052,1762.2,534.4,1925.0,606.2
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9046,1007.8,915.5,1139.4,990.7
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9034,1002.6,1717.9,1164.0,1792.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9033,643.4,1717.0,775.7,1792.9
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9016,1403.2,926.9,1530.2,1001.9
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9007,259.3,1716.7,389.9,1792.6
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.9004,256.8,926.9,386.3,1002.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8997,265.1,1320.5,395.8,1395.2
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8983,77.6,1319.8,231.9,1397.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8953,799.5,1696.8,993.6,1801.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8948,1787.8,927.2,1912.6,1002.7
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8943,1405.9,1321.2,1530.8,1395.9
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8854,834.7,1330.3,992.6,1384.5
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,0,price,0.8840,636.5,927.3,767.2,1003.8
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8822,1576.8,1321.4,1754.5,1400.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8768,1786.6,1456.2,1901.2,1608.8
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8767,73.3,1717.6,230.6,1797.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8738,1615.7,922.4,1755.6,999.8
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8716,437.6,1720.7,613.4,1778.3
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8678,1227.7,530.4,1371.7,608.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8666,1585.6,545.0,1749.4,597.4
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8634,449.9,930.8,611.6,985.6
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8631,1199.3,1332.3,1371.2,1387.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8594,1226.3,931.4,1372.8,987.1
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8581,1245.0,1733.3,1369.9,1786.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8520,462.6,541.4,611.3,594.7
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.8500,100.4,533.2,231.3,586.2
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.7998,866.4,901.4,980.4,984.0
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p2.png,1,product_text,0.7916,476.9,1332.9,612.3,1388.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9229,1379.6,1136.9,1548.3,1213.7
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9204,1760.6,1562.1,1926.4,1638.7
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9182,1003.3,1137.7,1169.8,1214.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9163,1761.2,1134.6,1927.6,1213.3
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.9153,1216.2,1130.6,1371.6,1214.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9145,259.8,1563.0,398.7,1640.6
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9143,246.1,1137.7,412.1,1213.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.9143,1204.7,1563.3,1368.7,1644.1
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9129,626.1,1137.9,792.9,1213.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9127,1002.1,1991.3,1169.1,2070.6
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9102,625.0,1992.0,790.0,2068.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9102,1380.2,1563.7,1545.0,1640.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9041,622.8,1563.7,789.7,1640.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9036,247.2,1991.3,410.1,2066.8
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.9035,54.2,1563.9,231.5,1646.2
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.9017,1399.7,1989.9,1533.8,2067.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.8983,1003.5,1563.8,1166.9,1641.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8981,834.0,1132.0,995.7,1217.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8946,839.0,1563.5,994.9,1644.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8913,437.8,1989.3,618.8,2070.7
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,0,price,0.8901,1784.6,1989.0,1914.1,2066.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8856,1613.6,1138.8,1747.2,1195.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8766,476.8,1139.4,619.2,1220.2
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8697,1628.7,1992.6,1755.1,2046.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8678,1208.0,2000.1,1369.5,2056.2
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8651,111.1,1143.2,237.1,1198.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8642,88.5,1997.9,233.7,2056.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8629,489.7,1569.2,615.3,1625.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8531,844.9,1992.3,994.1,2050.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p1.png,1,product_text,0.8361,1620.6,1560.0,1750.1,1616.1
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9192,1761.3,533.4,1925.9,606.3
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9166,258.2,926.9,385.7,1001.8
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9159,1026.0,1323.1,1150.3,1396.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9149,1784.9,1321.2,1918.1,1395.6
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9146,240.9,533.1,403.0,606.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9143,639.0,1321.1,775.9,1395.7
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.9112,1200.7,924.2,1373.5,1002.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9090,618.4,534.7,782.5,606.6
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9088,1762.5,1717.9,1924.8,1791.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9060,1002.2,533.5,1165.8,606.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9049,263.4,1320.9,395.2,1395.2
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.9044,50.1,1715.4,228.7,1795.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9018,1406.3,1717.7,1534.2,1792.2
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.9012,1599.4,1717.5,1753.7,1795.7
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9010,1001.1,927.5,1164.6,1001.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9004,619.9,928.6,785.0,1001.6
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9004,619.4,1717.6,781.2,1791.3
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.9002,1402.7,1321.9,1528.5,1395.6
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8985,1015.9,1716.8,1141.8,1792.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8941,434.7,1711.1,612.5,1792.3
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8918,1405.6,927.3,1530.5,1001.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8912,261.6,1717.6,389.9,1792.1
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8908,1402.8,533.0,1527.3,606.3
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8906,1597.2,1327.1,1756.1,1382.2
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,0,price,0.8878,1782.9,927.3,1912.4,1001.6
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8825,836.3,1716.1,989.4,1796.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8761,828.9,1335.7,988.7,1389.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8751,834.1,534.4,993.2,589.7
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8741,450.9,1325.2,611.0,1402.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8730,424.5,932.8,613.7,1009.8
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8697,1191.5,1724.2,1369.1,1778.3
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8675,857.5,932.9,985.5,1009.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8643,81.5,943.8,229.0,996.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8581,1199.6,528.7,1370.6,583.0
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8552,1605.1,929.6,1753.9,984.3
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8548,87.5,1330.6,229.5,1386.4
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8508,99.4,533.9,227.6,585.7
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8468,1606.9,545.5,1755.0,595.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8401,488.4,530.7,607.5,585.9
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.8152,1233.0,1330.8,1370.7,1385.5
BRASIL ATACAREJO - CAMPINA GRANDE 17.11 A 23.11_p2.png,1,product_text,0.3579,127.4,1634.9,239.4,1665.1
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.9254,55.8,1130.0,235.5,1213.2
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.9228,820.9,1993.5,1000.6,2074.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9212,1378.5,1137.1,1543.5,1213.2
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9196,1379.4,1991.7,1545.6,2067.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9172,1758.6,1135.3,1926.4,1212.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9169,245.4,1137.9,410.2,1212.9
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9143,1003.7,1138.0,1165.9,1214.4
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9140,626.0,1137.6,792.8,1213.0
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.9119,845.9,1136.5,998.7,1219.0
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9115,1004.2,1991.2,1166.9,2070.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9106,1380.2,1563.3,1544.9,1640.5
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9092,623.3,1563.6,789.7,1640.3
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.9081,453.3,1992.5,617.3,2075.3
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9057,1761.9,1989.4,1925.6,2065.7
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9046,245.5,1990.8,410.5,2066.9
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.9035,466.4,1132.2,619.2,1213.9
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9029,1783.7,1561.9,1911.8,1638.7
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9011,246.7,1563.4,410.6,1640.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.9007,1002.5,1563.6,1166.6,1640.3
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,0,price,0.8882,627.9,1992.5,792.2,2068.3
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8814,1598.9,1560.9,1755.1,1638.7
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8771,1244.9,1144.4,1373.3,1199.1
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8673,1619.6,1139.3,1747.3,1194.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8668,88.6,1998.0,233.7,2055.9
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8550,1223.3,1984.2,1371.4,2042.4
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8533,1594.9,2011.7,1748.9,2063.4
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8374,486.3,1554.3,612.6,1611.7
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8326,827.9,1567.8,999.4,1623.1
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.8036,106.6,1567.1,231.3,1621.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p1.png,1,product_text,0.7956,1235.7,1564.8,1368.8,1620.0
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9405,1715.8,1717.1,1926.7,1792.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9254,1337.3,1717.3,1545.0,1792.8
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,1,product_text,0.9190,819.2,924.3,994.8,1004.3
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9165,247.3,1717.2,390.1,1792.5
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9150,1027.4,1323.0,1151.7,1397.6
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9141,1000.4,1717.4,1166.8,1793.0
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9136,1379.5,533.8,1545.1,606.9
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9125,637.4,1320.6,775.7,1396.1
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,1,product_text,0.9118,1215.8,923.9,1374.3,1002.0
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,1,product_text,0.9096,837.7,1718.6,995.0,1800.5
BRASIL ATACAREJO - CAMPINA GRANDE 24.11 A 30.11_p2.png,0,price,0.9088,1769.6,1321.3,1917.4,1397.2
