image,product_crop,product_ocr,product_conf,product_x1,product_y1,product_x2,product_y2,price_crop,price_ocr,price_conf,price_x1,price_y1,price_x2,price_y2,price_brl,price_raw,unit
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop227.png,Água Mineral Sterbom 510m!,0.8563,1617.3,1321.0,1754.3,1376.5,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop219.png,"0,.",0.9093,1781.0,1322.1,1917.0,1396.1,0.00,"0,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop228.png,Bacon Manta Perdigão kg,0.8562,494.2,544.6,610.4,597.8,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop221.png,"27,",0.9081,620.5,534.5,784.0,606.5,27.00,"27,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop229.png,Água Sanitária Clorito 1 litro,0.8558,103.3,1733.2,231.2,1786.0,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop218.png,"1,8.",0.9111,253.7,1717.1,389.7,1792.1,1.80,"1,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop230.png,Pão de Forma Bellavita 4509,0.8551,1251.3,1331.7,1373.7,1385.4,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop223.png,"3,78",0.9045,1401.5,1320.6,1530.0,1396.3,3.78,"3,78",l
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop231.png,Leite em Pó Integral Italac Sachê 200g,0.8528,818.1,1327.5,992.2,1380.9,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop215.png,"6,",0.9230,1027.0,1323.0,1151.9,1397.8,6.00,"6,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop232.png,Creme de Leite Italac 2009,0.8451,477.9,1338.4,611.4,1391.7,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop217.png,"2,8.",0.9119,638.0,1322.0,776.3,1395.9,2.80,"2,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop233.png,Pneu Dunlop Sp Touring 175/65 Ri4 R1 82,0.8374,806.7,1719.3,947.9,1797.5,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop227.png,"15,",0.9007,619.0,1717.1,783.7,1792.4,15.00,"15,00",un
BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_product_text_crop234.png,Ipe JR» O — E,0.2577,896.8,1242.9,1006.4,1272.6,BRASIL ATACAREJO - CAMPINA GRANDE 03.11 A 09.11_p2_price_crop215.png,"6,",0.9230,1027.0,1323.0,1151.9,1397.8,6.00,"6,00",
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop235.png,Filé de Peito de Frango Congelado Mauricéa Bandeja 1kg,0.9134,836.9,1394.7,997.5,1495.5,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop238.png,"21,80",0.9143,1003.2,1411.7,1165.7,1488.6,21.80,"21,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop236.png,Músculo Bovino Resfriado Friboi Peça/ Pedaço kg,0.9072,808.1,1009.8,997.6,1090.5,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop235.png,"27,50",0.9159,1004.2,1018.2,1170.2,1094.7,27.50,"27,50",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop237.png,Massa Comum Vitaflor Espaguete 400g,0.9046,841.4,2202.5,999.3,2279.2,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop251.png,"1,2",0.8967,1026.8,2200.0,1153.5,2275.5,1.20,"1,20",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop238.png,Costela Suína em Tiras Congelada kg,0.8985,1217.0,1017.1,1371.4,1097.0,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop233.png,"11,",0.9203,1379.9,1018.6,1544.7,1094.6,11.00,"11,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop239.png,Acém/Pá/Peito Bovino Resfriado Friboi Peça/Pedaço kg,0.8906,60.4,996.4,233.0,1099.0,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop249.png,"29,9",0.8987,246.1,1018.0,411.2,1094.1,29.90,"29,90",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop240.png,Manteiga Natville C/ Sal 500g,0.8856,822.7,1815.1,998.2,1869.0,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop236.png,"18,",0.9150,1005.5,1804.8,1166.7,1881.9,18.00,"18,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop241.png,Carré Suíno Congelado kg,0.8796,116.9,1403.7,240.2,1458.8,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop237.png,"16,",0.9144,245.3,1410.8,410.5,1486.3,16.00,"16,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop242.png,Café Santa Clara Almofada Ou A Vácuo 2509,0.8762,1217.2,2189.2,1369.4,2265.8,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop234.png,"16,",0.9177,1379.8,2200.0,1543.4,2275.0,16.00,"16,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop243.png,Batata Congelada Uai 2kg,0.8744,76.7,1826.0,232.5,1877.6,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop244.png,"22,80",0.9059,247.0,1804.6,410.9,1881.9,22.80,"22,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop244.png,Pernil Congelado S/ Osso kg,0.8711,1585.5,1020.6,1756.3,1075.0,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop239.png,"21,8",0.9133,1762.8,1016.2,1928.7,1092.8,21.80,"21,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop245.png,Leite Condensado Italac 3959,0.8676,1593.8,2199.7,1755.4,2253.4,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop240.png,"5,8.",0.9128,1771.4,2197.7,1913.0,2274.4,5.80,"5,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop246.png,Galinha Magra Congelada kg,0.8663,1627.2,1412.6,1756.2,1468.2,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop246.png,"7,",0.9027,1780.7,1407.6,1909.6,1485.8,7.00,"7,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop247.png,Sobrecoxa de Frango Congelado Bom Todo Bandeja 1kg,0.8640,1184.8,1404.7,1374.6,1482.2,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop241.png,"10,89",0.9106,1378.2,1410.7,1543.9,1486.1,10.89,"10,89",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop248.png,Feijão Carioca Tipo 1 Turquesa 1kg,0.8635,47.9,2208.0,232.5,2264.7,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop243.png,"7,2",0.9079,267.5,2199.6,398.6,2275.3,7.20,"7,20",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop249.png,Cupim Bovino Congelado Friboi kg,0.8606,441.0,1021.2,615.7,1076.1,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop248.png,"36,",0.9002,625.6,1018.0,791.2,1094.3,36.00,"36,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop250.png,Leite Longa Vida Natville 1 litro,0.8547,1219.5,1824.7,1368.1,1877.2,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop245.png,"4,89",0.9056,1402.2,1803.7,1531.8,1881.9,4.89,"4,89",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop251.png,Flocão Novomilho São Braz 500g,0.8513,465.3,2211.2,622.0,2263.6,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop247.png,"1,2",0.9019,651.7,2199.1,776.4,2273.6,1.20,"1,20",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop252.png,Jerked Beef Ponta de Agulha kg,0.8493,458.9,1423.1,617.6,1479.1,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop250.png,"33,",0.8985,627.6,1412.0,790.2,1486.8,33.00,"33,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop253.png,Margarina Deline Balde 3kg,0.8220,462.1,1825.4,612.3,1877.5,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop242.png,"217,8",0.9080,626.5,1805.8,792.1,1882.4,217.80,"217,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_product_text_crop254.png,Arroz Parboilizado Tipo 1 Kika 1kg,0.7900,1594.8,1809.3,1755.5,1863.3,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p1_price_crop252.png,"3,8",0.8903,1794.8,1802.8,1919.0,1881.3,3.80,"3,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop255.png,Lâmpada Led G-Light Autovolt 9w 6500k,0.8999,1206.5,1715.7,1373.8,1792.7,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop260.png,"3,2.",0.9098,1404.2,1717.4,1534.4,1791.9,3.20,"3,20",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop256.png,Água Mineral s/ Gás Sterbom 510ml,0.8950,855.2,933.2,993.4,1009.1,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop268.png,"0,..",0.8955,1020.4,926.8,1153.5,1002.0,0.00,"0,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop257.png,Biscoito Wafer Vitarella Sabores 80g,0.8939,1602.9,525.6,1755.8,603.9,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop271.png,"1,2.",0.8854,1779.6,532.6,1916.2,606.4,1.20,"1,20",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop258.png,Biscoito Cream Cracker Vitarella 350g,0.8938,1226.9,525.4,1373.2,603.0,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop265.png,"3,",0.9008,1408.0,532.5,1535.0,606.7,3.00,"3,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop259.png,Papel Higiênico Velud Folha Dupla 30m Leve 12 Pague 11,0.8900,70.8,1301.8,233.3,1405.7,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop256.png,"13,",0.9147,240.5,1321.1,405.9,1395.5,13.00,"13,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop260.png,Fralda Descartável Mega Fofura Baby Tamanhos,0.8870,448.9,1314.7,611.9,1392.7,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop257.png,"25,",0.9146,621.1,1322.5,784.2,1395.3,25.00,"25,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop261.png,Molho de Tomate Tradicional Fugini Sachê 3409,0.8868,77.2,533.8,231.4,610.2,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop272.png,"1,2.",0.8788,265.6,532.6,394.6,607.2,1.20,"1,20",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop262.png,"Ração p/ Cães Vittamax Classic 2,3kg",0.8862,1606.9,1712.0,1755.9,1789.6,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop263.png,"19,8",0.9076,1763.2,1717.7,1926.2,1791.1,19.80,"19,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop263.png,Azeite Portugês Andorinha Extra Virgem 250ml,0.8861,469.3,524.8,612.0,603.5,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop262.png,"17,",0.9081,620.0,533.5,784.0,607.2,17.00,"17,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop264.png,Desodorante Aerossol Rexona 150ml,0.8756,844.1,1322.9,992.7,1401.0,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop258.png,"12,",0.9135,1000.9,1323.9,1164.3,1396.9,12.00,"12,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop265.png,Bala de Gelatina Fini Sabores 80g,0.8741,82.5,926.1,231.3,981.0,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop269.png,"6,2",0.8951,269.1,927.0,389.6,1001.1,6.20,"6,20",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop266.png,Desinfetante Urca 5 litros,0.8705,1219.8,1335.6,1374.6,1387.1,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop261.png,"9,",0.9093,1404.5,1321.3,1529.4,1395.9,9.00,"9,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop267.png,Detergente Líquido Ypê 500ml,0.8698,1588.4,1321.6,1755.1,1378.7,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop254.png,15558,0.9198,1790.3,1320.9,1918.0,1395.4,1555.00,"1555,00",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop268.png,Papel Alumínio Pratsy 30cm X 4m,0.8696,833.6,1718.9,994.6,1776.1,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop253.png,"2,8",0.9224,1023.4,1716.5,1149.7,1791.1,2.80,"2,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop269.png,Cerveja Império Puro Malte Pilsen 473ml,0.8626,1581.9,932.5,1755.7,984.8,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop266.png,,0.8990,1794.9,926.7,1918.2,1001.4,,,l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop270.png,Geladinho Ice Pop 40x 55ml,0.8539,451.5,933.6,611.6,988.7,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop270.png,"9,8",0.8935,647.9,928.0,770.2,1002.3,9.80,"9,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop271.png,Creme de Leite Italac 200g Tp,0.8513,812.5,534.6,995.7,588.4,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop267.png,"2,8.",0.8965,1021.2,533.0,1153.6,606.4,2.80,"2,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop272.png,Lava Roupas em Pó Bem-Te-Vi 400g,0.8405,437.0,1714.3,611.8,1766.9,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop259.png,"3,8.",0.9121,640.6,1718.2,774.9,1792.0,3.80,"3,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop273.png,Néctar Maratá Sabores 200m!l,0.8374,1239.8,924.6,1372.4,976.1,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop255.png,"1,8",0.9160,1407.9,927.4,1529.2,1001.5,1.80,"1,80",l
BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2.png,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_product_text_crop274.png,Água Sanitária Clorito 1 litro,0.8365,101.8,1722.0,232.5,1775.5,BRASIL ATACAREJO - CAMPINA GRANDE 06.10 A 12.10_p2_price_crop264.png,"1,58.",0.9013,260.4,1716.9,389.9,1791.9,1.58,"1,58",l
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop275.png,Filé de Peito de Frango Congelado kg,0.9141,1204.4,1562.9,1369.4,1645.0,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop276.png,"17,",0.9138,1380.0,1563.8,1545.6,1641.5,17.00,"17,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop276.png,Coxa/ Sobrecoxa de Frango Congelada kg,0.9076,823.9,1567.2,998.8,1646.9,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop286.png,"9,80",0.8973,1023.4,1563.2,1152.6,1639.9,9.80,"9,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop277.png,Costela Suína em Tiras Congelada kg,0.8969,1214.4,1123.3,1369.8,1205.2,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop273.png,"11,80",0.9252,1379.2,1136.5,1545.3,1213.6,11.80,"11,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop278.png,Acém/ Pá/ Peito Bovino Congelado c/ Osso kg,0.8876,456.5,1121.2,617.9,1204.5,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop279.png,"24,80",0.9077,625.6,1137.0,793.5,1213.4,24.80,"24,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop279.png,Linguiça em Gomos p/ Churrasco Aurora kg,0.8804,437.5,1988.9,617.3,2069.1,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop282.png,"16,2",0.9036,627.9,1992.2,792.0,2068.2,16.20,"16,20",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop280.png,Linguiça Defumada Calabresa Perdigão kg,0.8786,828.4,1987.6,1001.0,2069.8,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop277.png,"25,8",0.9127,1003.7,1990.9,1169.7,2071.6,25.80,"25,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop281.png,Fígado Bovino Congelado kg,0.8642,869.0,1126.4,998.9,1182.9,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop278.png,"10,80",0.9090,1004.6,1137.1,1165.6,1214.4,10.80,"10,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop282.png,Queijo Muçarela Peça/ Pedaço kg,0.8613,1600.2,1990.3,1754.6,2048.6,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop284.png,"28,",0.9005,1760.2,1989.1,1928.9,2066.0,28.00,"28,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop283.png,Carré Suíno Congelado kg,0.8598,1622.6,1127.6,1750.5,1185.0,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop274.png,"16,80",0.9232,1760.3,1134.8,1927.3,1213.0,16.80,"16,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop284.png,Asa de Frango Congelado kg,0.8592,98.5,1999.7,231.9,2054.7,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop283.png,"12,9",0.9026,247.0,1992.1,410.8,2066.5,12.90,"12,90",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop285.png,Jerked Beef Ponta de Agulha kg,0.8545,454.4,1562.3,616.7,1620.4,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop281.png,"35,00",0.9044,625.4,1563.7,793.1,1641.1,35.00,"35,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop286.png,Cupim Bovino Congelado kg,0.8461,109.6,1132.6,236.4,1190.1,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop275.png,"34,80",0.9194,245.5,1137.1,410.4,1213.0,34.80,"34,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop287.png,Salsicha p/ Hot Dog Bom Todo kg,0.8456,1197.9,1988.5,1371.7,2044.7,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop287.png,"6,8",0.8826,1403.9,1990.1,1536.8,2067.4,6.80,"6,80",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop288.png,Peito de Frango Congelado kg,0.8270,1612.2,1558.0,1756.4,1616.1,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop285.png,"13,",0.9003,1761.9,1562.4,1926.0,1640.4,13.00,"13,00",kg
BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1.png,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_product_text_crop289.png,Bacon Manta Perdigão kg,0.7871,114.6,1566.4,232.0,1621.1,BRASIL ATACAREJO - CAMPINA GRANDE 10.11 A 16.11_p1_price_crop280.png,"27,59",0.9055,245.6,1563.7,411.2,1640.5,27.59,"27,59",kg
